food_id,food_name,cuisine_type,region,country,diet_type,meal_type,serving_size_g,calories,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,suitable_breakfast,suitable_lunch,suitable_dinner,suitable_snack,spring,summer,fall,winter,allergens
284,Dakos,Greek,European,Greece,Vegetarian,Beverage,100,251.8,10.6,13.1,38.1,3.9,8.2,173.0,15.0,0,1,1,0,1,1,1,1,"['Gluten', 'Soy']"
285,Eggs Benedict,American,North American,United States,Non-Vegetarian,Dessert,100,346.3,6.9,29.0,46.0,3.7,27.7,871.0,39.0,0,1,0,1,1,0,1,0,[]
286,Ensalada de Naranja y Aceitunas,Spanish,European,Spain,Vegetarian,Lunch,100,163.6,7.3,11.0,11.8,3.1,4.9,780.0,13.0,0,1,1,0,1,0,1,1,[]
287,Malabar Fish Curry,Indian,Asian,India,Non-Vegetarian,Beverage,100,270.5,18.9,21.4,13.4,1.2,5.2,305.0,31.0,1,1,1,1,1,1,0,1,"['Shellfish', 'Eggs', 'None']"
288,Spring Rolls,Thai,Asian,Thailand,Vegetarian,Snack,100,154.8,3.4,4.8,23.6,8.4,9.0,459.0,12.0,0,0,0,1,1,1,1,0,[]
289,Jangjorim,Korean,Asian,South Korea,Vegetarian,Dinner,100,332.9,7.8,4.5,34.7,2.9,5.8,455.0,35.0,0,0,1,1,1,1,1,0,"['Shellfish', 'Dairy']"
290,Torrijas,Spanish,European,Spain,Non-Vegetarian,Breakfast,100,323.4,15.5,24.9,23.9,2.9,9.1,680.0,79.0,1,1,1,0,1,1,1,1,"['Dairy', 'Eggs']"
291,Vegetable Moo Shu,Chinese,Asian,China,Vegetarian,Lunch,100,326.9,11.6,13.3,22.4,8.6,14.4,675.0,0.0,0,1,1,0,0,1,0,0,"['Shellfish', 'Soy', 'Gluten']"
292,Vegetable Oshizushi,Japanese,Asian,Japan,Vegetarian,Lunch,100,259.1,3.6,7.4,12.4,6.8,10.6,180.0,15.0,0,1,1,0,1,1,0,1,"['Nuts', 'Soy', 'None']"
293,Buffalo Wings,American,North American,United States,Non-Vegetarian,Snack,100,264.1,22.4,10.7,17.6,4.5,0.7,372.0,73.0,1,1,1,1,1,0,1,1,"['Eggs', 'None', 'Nuts']"
294,Beef Brisket,American,North American,United States,Non-Vegetarian,Snack,100,385.4,28.4,22.9,15.9,3.6,0.1,872.0,140.0,1,0,1,1,0,0,1,1,[]
295,Canh Rau Muong,Vietnamese,Asian,Vietnam,Vegetarian,Breakfast,100,353.1,18.1,19.5,23.6,7.3,3.2,474.0,6.0,1,0,0,0,1,1,1,0,"['Shellfish', 'Dairy', 'Nuts']"
296,Socca,French,European,France,Vegetarian,Dessert,100,203.5,4.8,15.9,42.0,2.9,16.1,186.0,22.0,1,1,1,0,1,1,0,0,['None']
297,Ful Medames,Lebanese,Middle Eastern,Lebanon,Vegetarian,Snack,100,185.8,11.8,14.1,43.8,7.5,7.0,571.0,11.0,1,0,0,0,1,1,1,1,"['Dairy', 'Gluten', 'Nuts']"
298,Tofu Yellow Curry,Thai,Asian,Thailand,Vegetarian,Breakfast,100,276.6,16.8,13.9,44.0,6.8,17.4,742.0,17.0,1,0,0,0,0,1,1,1,"['None', 'Shellfish']"
299,Gamja Jorim,Korean,Asian,South Korea,Vegetarian,Snack,100,179.7,10.0,9.3,34.0,7.6,10.6,362.0,7.0,0,0,0,1,1,0,1,1,"['Eggs', 'None']"
300,Vegetable Sundubu Jjigae,Korean,Asian,South Korea,Vegetarian,Dessert,100,329.2,2.3,27.8,37.1,0.8,15.6,552.0,25.0,0,1,1,1,1,1,1,0,['Eggs']
301,Fried Chicken,American,North American,United States,Non-Vegetarian,Beverage,100,235.2,16.4,17.0,14.3,4.1,6.1,628.0,56.0,0,1,1,1,0,1,1,1,['Dairy']
302,Vegetable Jajangmyeon,Korean,Asian,South Korea,Vegetarian,Breakfast,100,447.0,11.8,18.8,24.2,4.4,2.5,454.0,39.0,1,1,0,0,1,1,1,1,"['Gluten', 'Dairy']"
303,Kolokithokeftedes,Greek,European,Greece,Vegetarian,Lunch,100,196.1,3.5,3.5,25.5,3.3,1.3,629.0,18.0,0,1,0,1,1,1,1,1,"['Soy', 'None', 'Gluten']"
304,Barbacoa,Mexican,Latin American,Mexico,Non-Vegetarian,Snack,100,222.3,33.0,10.6,33.7,1.9,8.9,843.0,129.0,1,1,0,1,1,1,1,1,[]
305,Vegetable Jambalaya,American,North American,United States,Vegetarian,Breakfast,100,446.0,9.3,24.2,31.7,3.7,8.1,479.0,6.0,1,0,0,1,0,1,1,1,[]
306,Al Pastor Tacos,Mexican,Latin American,Mexico,Non-Vegetarian,Snack,100,288.4,25.8,24.8,30.0,2.6,3.0,533.0,53.0,0,0,0,1,1,1,1,1,[]
307,Coq au Vin,French,European,France,Non-Vegetarian,Lunch,100,164.4,21.8,13.9,34.0,3.3,3.5,822.0,47.0,0,1,1,1,1,1,1,1,"['Gluten', 'Dairy']"
308,Spider Roll,Japanese,Asian,Japan,Non-Vegetarian,Dessert,100,333.2,6.6,19.8,39.1,5.0,37.0,861.0,98.0,0,1,0,0,1,1,1,1,"['Nuts', 'None', 'Soy']"
309,Goi Cuon Chay,Vietnamese,Asian,Vietnam,Vegetarian,Beverage,100,255.2,5.4,9.7,11.6,5.8,8.6,259.0,39.0,0,1,1,1,1,1,1,1,[]
310,Kung Pao Chicken,Chinese,Asian,China,Non-Vegetarian,Beverage,100,377.4,29.4,19.7,31.1,0.8,7.9,412.0,125.0,0,0,1,0,1,1,1,1,"['Eggs', 'Soy', 'Shellfish']"
311,Rava Kesari,Indian,Asian,India,Vegetarian,Beverage,100,168.9,13.5,19.0,16.0,5.7,14.7,438.0,35.0,0,1,1,0,1,1,1,1,['Soy']
312,Vegetable Red Curry,Thai,Asian,Thailand,Vegetarian,Beverage,100,247.2,7.5,7.9,18.1,8.1,6.4,458.0,20.0,0,1,1,0,1,1,1,1,[]
313,Khao Soi,Thai,Asian,Thailand,Non-Vegetarian,Dinner,100,294.3,32.3,29.6,17.2,5.0,7.6,816.0,145.0,0,1,0,0,1,1,1,1,"['Nuts', 'Gluten']"
314,Goi Ga,Vietnamese,Asian,Vietnam,Non-Vegetarian,Snack,100,200.1,17.2,26.8,18.2,5.1,8.9,356.0,136.0,0,0,0,1,1,1,1,1,[]
315,Chicken Pot Pie,American,North American,United States,Non-Vegetarian,Snack,100,262.1,25.2,21.8,32.8,0.1,4.8,919.0,117.0,0,1,0,1,1,1,1,1,['Eggs']
316,Pad Krapow Moo,Thai,Asian,Thailand,Non-Vegetarian,Lunch,100,323.1,17.7,14.6,15.8,4.8,2.8,490.0,145.0,0,0,1,0,1,1,1,0,['Dairy']
317,Rajas con Crema,Mexican,Latin American,Mexico,Vegetarian,Dessert,100,202.7,10.0,23.5,54.0,1.5,15.4,617.0,33.0,1,1,0,0,1,1,1,1,[]
318,Prawn Saganaki,Greek,European,Greece,Non-Vegetarian,Dessert,100,422.1,2.3,25.1,51.9,3.3,34.2,1061.0,104.0,0,1,0,0,1,0,0,1,['None']
319,Dubu Jorim,Korean,Asian,South Korea,Vegetarian,Breakfast,100,222.2,12.3,6.6,32.2,3.8,3.2,344.0,4.0,1,0,0,0,1,1,1,0,"['Nuts', 'Shellfish', 'Gluten']"
320,Gaeng Som,Thai,Asian,Thailand,Non-Vegetarian,Dessert,100,442.5,9.5,11.4,58.4,2.6,22.5,369.0,90.0,1,1,1,0,1,1,1,1,"['Nuts', 'Eggs']"
321,Niku Udon,Japanese,Asian,Japan,Non-Vegetarian,Lunch,100,348.6,29.1,9.1,7.2,2.4,3.0,509.0,64.0,1,1,1,1,1,1,1,1,['None']
322,Vegetable Banh Xeo,Vietnamese,Asian,Vietnam,Vegetarian,Snack,100,300.9,14.2,9.9,46.2,4.6,7.7,258.0,26.0,1,0,0,1,1,1,1,1,[]
323,Piperade,French,European,France,Vegetarian,Beverage,100,344.7,10.2,9.1,35.9,3.0,13.4,452.0,18.0,1,0,1,0,1,1,1,1,"['Nuts', 'Gluten']"
324,Vegetable Quiche,French,European,France,Vegetarian,Dinner,100,246.5,10.5,4.2,37.3,3.9,11.0,676.0,32.0,0,1,1,0,1,1,1,1,"['Gluten', 'Eggs', 'Soy']"
325,Chicken Karaage,Japanese,Asian,Japan,Non-Vegetarian,Beverage,100,288.1,25.4,11.1,28.3,1.6,5.0,556.0,46.0,0,1,0,0,1,1,0,1,"['Dairy', 'Nuts']"
326,Banh Bot Loc,Vietnamese,Asian,Vietnam,Non-Vegetarian,Dessert,100,388.9,1.5,25.0,36.1,0.0,27.8,342.0,63.0,1,1,0,0,1,0,1,1,[]
327,Tapas,Spanish,European,Spain,Non-Vegetarian,Beverage,100,326.7,16.3,26.5,5.1,1.5,7.4,585.0,42.0,1,1,1,0,1,1,1,1,[]
328,Polpette,Italian,European,Italy,Non-Vegetarian,Dessert,100,308.1,3.4,26.9,36.0,3.9,37.3,690.0,139.0,1,0,1,1,1,1,1,1,['Gluten']
329,Pad Ped Moo,Thai,Asian,Thailand,Non-Vegetarian,Snack,100,244.3,34.3,10.0,25.6,3.0,3.9,869.0,114.0,0,0,1,0,1,1,1,1,"['Soy', 'Shellfish', 'None']"
330,Chicken Nanban,Japanese,Asian,Japan,Non-Vegetarian,Snack,100,151.1,18.3,23.7,25.0,5.8,7.6,1156.0,114.0,1,1,0,1,1,1,1,0,['Nuts']
331,Sushi,Japanese,Asian,Japan,Non-Vegetarian,Dessert,100,289.4,1.9,25.6,47.5,0.2,24.0,1161.0,90.0,0,1,0,1,0,1,1,1,"['Dairy', 'Eggs']"
332,Djej Meshwi,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Snack,100,258.2,24.2,12.6,16.1,2.2,0.5,991.0,80.0,1,0,0,1,1,1,1,0,"['Nuts', 'Shellfish']"
333,Vegetable Cassoulet,French,European,France,Vegetarian,Breakfast,100,405.5,17.8,9.2,39.7,4.3,17.8,251.0,27.0,1,1,0,0,1,1,1,1,[]
334,Vegetable Chop Suey,Chinese,Asian,China,Vegetarian,Dinner,100,251.9,6.5,5.3,36.1,7.9,5.4,551.0,16.0,1,1,1,1,1,1,1,1,"['Nuts', 'Eggs', 'Gluten']"
335,Pad Kra Pao,Thai,Asian,Thailand,Vegetarian,Lunch,100,278.3,5.4,18.1,21.5,4.9,1.8,178.0,21.0,0,1,1,1,0,1,1,1,['Eggs']
336,Pastrami on Rye,American,North American,United States,Non-Vegetarian,Lunch,100,216.9,31.7,8.3,16.4,2.0,0.2,412.0,80.0,0,1,1,1,1,1,1,0,"['Dairy', 'Shellfish']"
337,Canh Bau,Vietnamese,Asian,Vietnam,Vegetarian,Beverage,100,223.2,7.9,12.0,33.8,2.1,7.5,774.0,21.0,0,1,1,1,0,1,1,1,"['Nuts', 'Gluten', 'Dairy']"
338,Chicken Wings,American,North American,United States,Non-Vegetarian,Dessert,100,403.3,3.8,25.5,52.1,2.6,39.4,413.0,32.0,0,1,0,0,1,1,1,1,['Dairy']
339,Fasolia Yigantes Plaki,Greek,European,Greece,Vegetarian,Beverage,100,292.5,12.7,5.0,20.6,2.1,5.1,641.0,21.0,0,0,0,1,1,1,1,1,"['Dairy', 'Nuts', 'Soy']"
340,Philly Cheesesteak,American,North American,United States,Non-Vegetarian,Beverage,100,237.0,22.4,8.0,14.0,3.9,9.7,1062.0,33.0,1,1,0,1,1,1,1,1,"['Dairy', 'Soy', 'None']"
341,Batata wa Lahme,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Dinner,100,374.6,30.7,25.2,18.7,2.4,3.0,359.0,57.0,0,0,1,0,1,1,1,1,"['Eggs', 'Gluten']"
342,Gamjatang,Korean,Asian,South Korea,Non-Vegetarian,Dinner,100,211.7,24.7,24.4,19.2,0.3,9.6,1148.0,124.0,0,1,1,1,0,1,1,1,"['Dairy', 'Gluten', 'Shellfish']"
343,Cocido Madrileño,Spanish,European,Spain,Non-Vegetarian,Dessert,100,497.4,5.9,29.3,27.6,1.8,20.6,476.0,47.0,1,1,0,1,0,1,0,0,"['None', 'Shellfish', 'Gluten']"
344,Cassoulet,French,European,France,Non-Vegetarian,Beverage,100,305.6,30.6,20.7,9.4,4.9,6.4,649.0,111.0,0,1,1,1,1,0,0,1,['Soy']
345,Vegetable Crepes,French,European,France,Vegetarian,Lunch,100,165.0,7.1,18.6,21.6,5.8,13.5,595.0,2.0,0,0,1,0,1,1,1,1,"['Gluten', 'Dairy', 'Shellfish']"
346,Chicken Sumac,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Dessert,100,244.2,1.1,22.6,40.7,0.7,38.9,777.0,59.0,0,1,1,0,0,1,0,0,"['None', 'Shellfish', 'Eggs']"
347,Cha Ca,Vietnamese,Asian,Vietnam,Non-Vegetarian,Dessert,100,350.2,7.1,11.5,34.6,4.0,26.5,792.0,82.0,0,1,0,0,1,0,1,1,[]
348,Baba Ganoush,Lebanese,Middle Eastern,Lebanon,Vegetarian,Dinner,100,111.0,5.0,10.6,18.4,2.4,12.8,787.0,32.0,0,1,0,1,1,1,1,1,['Gluten']
349,Nalli Nihari,Indian,Asian,India,Non-Vegetarian,Dinner,100,363.4,19.8,29.1,10.9,5.7,9.9,941.0,148.0,1,1,1,0,0,1,1,0,[]
350,Bun Cha,Vietnamese,Asian,Vietnam,Non-Vegetarian,Snack,100,292.4,20.2,17.6,22.8,0.4,6.2,1183.0,53.0,0,0,0,1,1,1,1,0,"['Gluten', 'None', 'Nuts']"
351,Beef Satay,Thai,Asian,Thailand,Non-Vegetarian,Snack,100,348.1,33.2,28.8,33.8,3.1,9.8,982.0,49.0,0,1,0,1,1,1,1,1,[]
352,Sizzling Beef in Black Pepper Sauce,Chinese,Asian,China,Non-Vegetarian,Dessert,100,343.1,7.5,14.9,47.4,3.3,19.1,809.0,123.0,1,1,0,0,1,1,1,1,"['None', 'Eggs']"
353,Scallion Pancakes,Chinese,Asian,China,Vegetarian,Dinner,100,224.7,3.1,3.2,24.3,9.4,4.2,544.0,9.0,0,1,1,0,1,1,1,1,"['Soy', 'Dairy', 'Eggs']"
354,Vegetable Tamales,Mexican,Latin American,Mexico,Vegetarian,Dinner,100,180.4,13.2,15.4,13.8,5.4,1.4,437.0,26.0,0,0,1,0,1,1,1,1,[]
355,Turkey Club Sandwich,American,North American,United States,Non-Vegetarian,Lunch,100,179.6,20.8,16.8,32.6,6.0,0.4,985.0,75.0,0,0,1,1,1,0,1,1,[]
356,Vegetable Yakisoba,Japanese,Asian,Japan,Vegetarian,Dinner,100,198.1,12.1,18.6,48.0,6.6,6.0,651.0,10.0,0,1,1,0,1,1,1,1,['Shellfish']
357,Spinach Fatayer,Lebanese,Middle Eastern,Lebanon,Vegetarian,Dinner,100,241.0,7.3,14.2,19.6,3.5,13.9,171.0,20.0,1,1,1,0,1,0,1,1,"['None', 'Gluten']"
358,Dhaba Chicken,Indian,Asian,India,Non-Vegetarian,Beverage,100,205.2,15.8,8.8,10.3,5.2,2.8,1155.0,100.0,1,1,0,1,1,0,1,1,"['Soy', 'Shellfish', 'Gluten']"
359,Besan Ladoo,Indian,Asian,India,Vegetarian,Dessert,100,331.0,6.2,20.3,51.6,1.4,23.8,726.0,38.0,0,1,1,0,1,1,1,0,"['None', 'Gluten']"
360,Bacalao al Pil Pil,Spanish,European,Spain,Non-Vegetarian,Snack,100,373.1,23.4,25.2,19.3,3.0,2.0,832.0,52.0,0,0,0,1,1,1,1,1,['Eggs']
361,Choucroute Garnie,French,European,France,Non-Vegetarian,Dessert,100,299.5,8.7,14.1,27.5,0.3,38.5,756.0,79.0,0,1,1,0,1,1,1,1,['Eggs']
362,Coleslaw,American,North American,United States,Vegetarian,Beverage,100,302.7,13.0,8.6,37.7,8.2,10.2,206.0,35.0,0,1,1,0,1,1,0,0,"['Eggs', 'None']"
363,Kaisen Don,Japanese,Asian,Japan,Non-Vegetarian,Beverage,100,284.8,20.6,17.4,6.1,0.8,7.7,300.0,80.0,0,0,1,0,1,1,1,1,"['Soy', 'None']"
364,Seaweed Soup,Korean,Asian,South Korea,Vegetarian,Dessert,100,356.8,1.5,29.5,32.9,1.5,22.6,261.0,0.0,1,1,1,0,1,1,1,1,['None']
365,Pot-au-Feu,French,European,France,Non-Vegetarian,Snack,100,332.3,34.3,12.9,24.9,4.5,8.5,680.0,66.0,1,1,0,0,0,0,1,1,['None']
366,Huitlacoche Quesadillas,Mexican,Latin American,Mexico,Vegetarian,Lunch,100,181.3,11.6,16.9,17.3,5.0,13.6,665.0,39.0,0,1,1,0,1,1,1,1,"['Shellfish', 'Nuts', 'Eggs']"
367,Zaatar Manoushe,Lebanese,Middle Eastern,Lebanon,Vegetarian,Snack,100,288.6,7.7,13.0,36.4,2.6,8.6,597.0,7.0,0,1,0,1,1,1,1,1,[]
368,Camarones al Mojo de Ajo,Mexican,Latin American,Mexico,Non-Vegetarian,Snack,100,345.2,26.7,28.9,6.3,1.6,6.0,567.0,116.0,0,0,1,1,1,0,1,0,"['None', 'Shellfish', 'Eggs']"
369,Farinata,Italian,European,Italy,Vegetarian,Dessert,100,427.7,1.9,20.3,42.8,1.8,38.3,679.0,28.0,1,1,1,1,1,1,1,1,"['Nuts', 'Shellfish']"
370,Insalata di Indivia,Italian,European,Italy,Vegetarian,Beverage,100,278.6,8.5,18.7,37.8,7.8,13.1,292.0,32.0,0,1,0,0,0,1,1,1,[]
371,Vegetable Philly Cheesesteak,American,North American,United States,Vegetarian,Dinner,100,148.8,7.1,8.7,49.1,8.9,10.8,609.0,22.0,0,0,1,1,1,1,1,1,"['Nuts', 'Shellfish', 'Dairy']"
372,Margherita Pizza,Italian,European,Italy,Vegetarian,Lunch,100,336.8,9.0,9.5,16.5,8.3,11.3,369.0,1.0,0,1,1,0,1,1,0,1,"['Eggs', 'None', 'Shellfish']"
373,Dahi Bhalla,Indian,Asian,India,Vegetarian,Dessert,100,451.7,1.1,24.1,59.0,2.2,20.9,593.0,33.0,0,1,0,1,1,1,1,0,"['Nuts', 'Gluten']"
374,Aloo Tikki,Indian,Asian,India,Vegetarian,Snack,100,236.6,14.6,3.9,30.2,7.7,13.1,225.0,32.0,1,1,0,1,1,1,0,0,"['Gluten', 'None']"
375,Reuben Sandwich,American,North American,United States,Non-Vegetarian,Dinner,100,288.2,22.9,10.9,31.0,0.9,3.1,561.0,135.0,0,0,1,0,1,1,1,1,"['Soy', 'Eggs']"
376,Muhammara,Lebanese,Middle Eastern,Lebanon,Vegetarian,Beverage,100,268.2,12.6,7.3,35.0,6.6,12.7,734.0,0.0,0,1,0,0,0,1,1,0,"['Eggs', 'Soy']"
377,Khao Kha Moo,Thai,Asian,Thailand,Non-Vegetarian,Dessert,100,402.2,1.5,21.0,35.1,1.5,23.8,859.0,70.0,0,1,1,0,1,1,1,1,['Shellfish']
378,Edamame,Japanese,Asian,Japan,Vegetarian,Breakfast,100,383.2,11.1,6.4,43.5,3.0,9.8,580.0,13.0,1,0,1,0,1,0,1,1,['Gluten']
379,Ensalada Rusa,Spanish,European,Spain,Vegetarian,Beverage,100,114.1,7.5,19.1,35.7,7.4,9.9,239.0,17.0,1,1,1,0,1,1,1,1,[]
380,Stir-Fried Mushrooms,Chinese,Asian,China,Vegetarian,Dinner,100,287.7,4.2,7.7,21.1,5.5,14.7,147.0,21.0,0,1,1,1,1,1,1,0,"['Eggs', 'None']"
381,Ca Tim Kho To,Vietnamese,Asian,Vietnam,Vegetarian,Dessert,100,253.8,9.7,12.3,39.1,3.7,32.6,396.0,14.0,0,1,1,1,1,1,0,0,[]
382,Sichuan Boiled Fish,Chinese,Asian,China,Non-Vegetarian,Breakfast,100,299.4,9.0,9.1,34.5,2.9,7.2,891.0,146.0,1,0,0,0,1,1,0,1,"['Shellfish', 'Gluten']"
383,Salmon Sashimi,Japanese,Asian,Japan,Non-Vegetarian,Breakfast,100,350.9,6.2,6.5,48.5,3.1,3.7,839.0,105.0,1,1,0,0,1,1,1,1,['Gluten']
384,Meatloaf,American,North American,United States,Non-Vegetarian,Dessert,100,394.6,3.4,10.3,58.8,1.3,31.9,936.0,103.0,1,0,0,0,0,1,0,0,['Dairy']
385,Bun Rieu Chay,Vietnamese,Asian,Vietnam,Vegetarian,Snack,100,178.2,6.3,13.2,44.6,9.6,2.5,208.0,38.0,0,0,1,0,1,1,1,1,[]
386,Thit Kho,Vietnamese,Asian,Vietnam,Non-Vegetarian,Breakfast,100,384.1,18.2,9.1,37.6,5.9,14.2,667.0,32.0,1,0,0,1,1,1,1,1,"['Dairy', 'None']"
387,Sesame Tofu,Japanese,Asian,Japan,Vegetarian,Breakfast,100,345.7,8.8,14.0,48.7,3.8,17.1,232.0,27.0,1,1,0,0,1,0,0,1,['Gluten']
388,Manakish,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Breakfast,100,444.3,6.5,5.2,33.0,1.6,15.5,1123.0,82.0,1,0,1,0,1,1,1,1,"['Soy', 'Nuts', 'Shellfish']"
389,Vegetable Som Tum Thai,Thai,Asian,Thailand,Vegetarian,Beverage,100,164.7,8.2,15.3,10.4,6.7,9.6,546.0,10.0,1,0,0,0,1,1,1,1,"['Shellfish', 'None']"
390,Com Tam,Vietnamese,Asian,Vietnam,Non-Vegetarian,Snack,100,328.5,16.8,12.4,31.3,4.4,0.1,524.0,56.0,0,1,0,1,1,1,0,1,"['Eggs', 'None']"
391,Matar Paneer,Indian,Asian,India,Vegetarian,Snack,100,167.7,6.0,4.1,28.4,7.9,9.5,571.0,3.0,0,0,1,1,1,1,1,0,[]
392,Involtini di Vitello,Italian,European,Italy,Non-Vegetarian,Dessert,100,485.4,8.5,26.1,53.8,4.7,28.6,480.0,104.0,0,1,1,0,0,1,1,0,"['None', 'Eggs', 'Soy']"
393,Lobster Bisque,American,North American,United States,Non-Vegetarian,Dessert,100,422.9,7.6,20.4,27.4,1.9,38.0,826.0,95.0,1,1,1,0,1,1,1,1,[]
394,Prasini Salata,Greek,European,Greece,Vegetarian,Dinner,100,167.2,7.4,18.2,36.7,8.3,7.4,541.0,10.0,1,1,0,0,1,1,1,1,['Soy']
395,Garden Salad,American,North American,United States,Vegetarian,Beverage,100,276.4,8.1,10.5,36.0,9.5,1.9,677.0,12.0,0,1,1,0,1,1,1,0,"['Eggs', 'Shellfish']"
396,Vegetable Panang Curry,Thai,Asian,Thailand,Vegetarian,Dessert,100,333.2,1.2,16.0,42.6,0.3,27.3,749.0,4.0,0,1,0,0,1,0,0,1,"['Gluten', 'Nuts']"
397,Bagara Baingan,Indian,Asian,India,Vegetarian,Snack,100,291.1,7.9,14.1,20.4,3.3,3.2,149.0,7.0,0,0,0,1,1,1,1,1,"['None', 'Nuts', 'Eggs']"
398,Crispy Duck,Chinese,Asian,China,Non-Vegetarian,Beverage,100,316.1,32.6,25.9,25.6,0.7,2.9,579.0,60.0,1,1,1,0,1,1,0,1,"['None', 'Eggs', 'Soy']"
399,Samak Tajen,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Snack,100,278.8,25.7,15.9,15.6,5.0,7.9,577.0,140.0,1,0,1,1,1,1,1,0,"['Gluten', 'None']"
400,Seolleongtang,Korean,Asian,South Korea,Non-Vegetarian,Beverage,100,388.2,21.5,15.8,20.2,5.6,8.8,392.0,77.0,1,1,1,1,1,0,0,0,"['Soy', 'Gluten', 'None']"
401,Hobak Juk,Korean,Asian,South Korea,Vegetarian,Lunch,100,238.3,9.0,6.3,44.4,7.4,12.7,701.0,30.0,0,1,1,0,1,1,1,0,[]
402,Kotopoulo Lemonato,Greek,European,Greece,Non-Vegetarian,Dessert,100,331.8,6.5,13.2,48.6,0.9,32.3,507.0,44.0,0,1,1,0,1,1,1,1,"['Shellfish', 'Soy']"
403,Konnyaku Stew,Japanese,Asian,Japan,Vegetarian,Beverage,100,141.3,3.0,15.2,39.3,6.1,3.3,158.0,1.0,0,1,1,1,1,1,1,1,[]
404,New England Clam Chowder,American,North American,United States,Non-Vegetarian,Dinner,100,191.4,32.8,13.3,15.6,0.6,2.2,767.0,103.0,0,1,1,0,1,0,1,1,"['None', 'Dairy']"
405,Greek Salad,Greek,European,Greece,Vegetarian,Dessert,100,273.6,1.5,17.8,33.2,1.1,39.0,531.0,22.0,0,1,1,0,1,1,0,0,['Shellfish']
406,Kung Pao Tofu,Chinese,Asian,China,Vegetarian,Dessert,100,324.7,4.9,20.8,49.4,3.5,19.3,450.0,16.0,1,1,0,1,1,1,1,0,['Eggs']
407,Arnaki Lemonato,Greek,European,Greece,Non-Vegetarian,Lunch,100,367.6,27.6,19.7,8.5,3.6,1.2,603.0,47.0,0,1,0,0,1,0,1,1,"['None', 'Eggs']"
408,Khao Pad,Thai,Asian,Thailand,Non-Vegetarian,Dinner,100,323.0,19.1,16.6,31.9,1.2,5.1,677.0,32.0,0,1,1,0,1,1,1,1,['Nuts']
409,Labneh,Lebanese,Middle Eastern,Lebanon,Vegetarian,Beverage,100,298.2,3.8,11.1,32.4,7.0,10.6,277.0,0.0,0,1,1,1,1,1,1,1,[]
410,Mushroom Dupbap,Korean,Asian,South Korea,Vegetarian,Breakfast,100,380.9,13.0,21.7,44.6,6.9,10.7,334.0,32.0,1,0,0,0,1,1,0,1,['Gluten']
411,Dau Phu Sot Ca,Vietnamese,Asian,Vietnam,Vegetarian,Dinner,100,212.8,5.2,17.5,45.3,5.7,2.1,371.0,32.0,0,0,1,0,1,1,0,1,"['Nuts', 'Dairy']"
412,Mac and Cheese,American,North American,United States,Vegetarian,Dinner,100,325.4,5.4,4.1,45.1,5.1,8.6,778.0,3.0,0,1,1,0,1,1,1,0,"['Dairy', 'Shellfish', 'Eggs']"
413,Fiori di Zucca Fritti,Italian,European,Italy,Vegetarian,Dessert,100,394.5,1.7,17.5,53.1,2.2,39.9,491.0,13.0,1,1,0,0,1,1,1,1,"['Gluten', 'Eggs', 'Dairy']"
414,Zaru Soba,Japanese,Asian,Japan,Vegetarian,Beverage,100,155.0,7.2,9.3,12.7,5.0,7.5,606.0,26.0,0,1,1,0,1,1,0,0,[]
415,Halloumi,Lebanese,Middle Eastern,Lebanon,Vegetarian,Breakfast,100,377.2,5.1,9.4,39.9,4.4,2.1,663.0,31.0,1,0,0,0,0,1,1,1,[]
416,Scaloppine al Marsala,Italian,European,Italy,Non-Vegetarian,Dinner,100,287.1,16.3,24.9,22.5,4.7,7.5,1023.0,92.0,0,1,0,0,1,1,1,1,"['Gluten', 'Shellfish', 'Eggs']"
417,Vegetable Hu Tieu,Vietnamese,Asian,Vietnam,Vegetarian,Lunch,100,135.1,11.1,13.5,39.7,3.4,3.7,723.0,30.0,1,1,1,0,1,1,1,1,"['Gluten', 'None', 'Nuts']"
418,Mutton Curry,Indian,Asian,India,Non-Vegetarian,Beverage,100,377.1,30.2,21.1,24.6,5.3,5.8,869.0,49.0,0,1,1,0,0,0,1,1,['Gluten']
419,Hot and Sour Soup,Chinese,Asian,China,Vegetarian,Lunch,100,218.5,11.6,7.6,18.1,4.5,4.4,250.0,17.0,0,0,1,0,1,1,1,1,['Gluten']
420,Vegetable Hoagie,American,North American,United States,Vegetarian,Snack,100,327.0,9.1,6.2,13.1,7.6,6.4,675.0,26.0,0,0,0,1,0,1,1,0,['None']
421,Tofu Tod,Thai,Asian,Thailand,Vegetarian,Breakfast,100,399.1,9.1,18.8,27.9,7.6,13.5,327.0,11.0,1,0,0,0,1,0,1,1,"['None', 'Dairy', 'Gluten']"
422,Revithia,Greek,European,Greece,Vegetarian,Breakfast,100,247.7,15.4,9.4,37.9,2.9,13.9,670.0,31.0,1,1,0,0,1,0,1,1,['Dairy']
423,Fabada Asturiana,Spanish,European,Spain,Non-Vegetarian,Dessert,100,428.3,2.7,11.8,49.5,1.8,25.8,328.0,61.0,0,0,1,1,1,1,0,1,"['Nuts', 'Eggs']"
